Table 1
Species	Family	Order	Class	State	References
Heterohyrax_brucei	Procaviidae	Hyracoidea	Mammalia	1	"Shefferly, 1999"
Procavia_capensis	Procaviidae	Hyracoidea	Mammalia	1	"Koren and Geffen, 2011"
Ochotona_princeps	Ochotonidae	Lagomorpha	Mammalia	1	"Conner, 1983"
Elephantulus_rufescens	Macroscelididae	Macroscelidea	Mammalia	1	"Olbricht and Sliwa, 2014"
Cercartetus_nanus	Burramyidae	Marsupialia	Mammalia	0	"Sides, 2003"
Caenolestes_fuliginosus	Caenolestidae	Marsupialia	Mammalia	1	"Siciliano, 2014"
Rhyncholestes_raphanurus	Caenolestidae	Marsupialia	Mammalia	1	"Moore, 2013; Siciliano, 2014"
Caluromys_philander	Caluromyidae	Marsupialia	Mammalia	1	"Strassman, 2004"
Dasyurus_albopunctatus	Dasyuridae	Marsupialia	Mammalia	1	"Nihranz and Elizabeth, 2013"
Didelphis_virginiana	Didelphidae	Marsupialia	Mammalia	1	"Siciliano Martina, 2013a"
Glironia_venusta	Didelphidae	Marsupialia	Mammalia	1	"Siciliano Martina, 2013b"
Monodelphis_domestica	Didelphidae	Marsupialia	Mammalia	1	"Moore, 2006"
Hypsiprymnodon_moschatus	Hypsiprymnodontidae	Marsupialia	Mammalia	1	"Rose et al., 2006"
Macropus_eugenii	Macropodidae	Marsupialia	Mammalia	1	"Menkhorst and Knight, 2004"
Dromiciops_gliroides	Microbiotheriidae	Marsupialia	Mammalia	1	"Chick, 2013"
Myrmecobius_fasciatus	Myrmecobiidae	Marsupialia	Mammalia	1	"de la Riva, 2013"
Notoryctes_typhlops	Notoryctidae	Marsupialia	Mammalia	1	"Glyshaw, 2011"
Echymipera_kalubu	Peramelidae	Marsupialia	Mammalia	1	"Frens, 2011"
Isoodon_macrourus	Peramelidae	Marsupialia	Mammalia	1	"Frens, 2011"
Petaurus_breviceps	Petauridae	Marsupialia	Mammalia	1	"Pasatta, 1999"
Acrobates_pygmaeus	Phalangerida	Marsupialia	Mammalia	1	"Aitkin and Nelson, 1989"
Trichosurus_vulpecula	Phalangeridae	Marsupialia	Mammalia	1	"Meyer, 2000"
Phascolarctos_cinereus	Phascolarctidae	Marsupialia	Mammalia	1	"Charlton et al., 2011"
Aepyprymnus_rufescens	Potoroidae	Marsupialia	Mammalia	1	"Peterson, 2000"
Pseudochirops_cupreus	Pseudocheiridae	Marsupialia	Mammalia	1	"Kerle, 2001"
Tarsipes_rostratus	Tarsipedidae	Marsupialia	Mammalia	0	"Loay, 2011"
Vombatus_ursinus	Vombatidae	Marsupialia	Mammalia	1	"Galetka, 2013"
Ornithorhynchus_anatinus	Ornithorhynchidae	Monotremata	Mammalia	1	"Ojo, 2008"
Tachyglossus_aculeatus	Tachyglossidae	Monotremata	Mammalia	0	"Cason, 2009"
Equus_caballus	Equidae	Perissodactyla	Mammalia	1	"Clement, 2015"
Ceratotherium_simum	Rhinocerotidae	Perissodactyla	Mammalia	1	"Dulal, 2017"
Tapirus_indicus	Tapiridae	Perissodactyla	Mammalia	1	"Gearty, 2012"
Manis_pentadactyla	Manidae	Pholidota	Mammalia	0	"Raynor, 2000"
Manis_tricuspis	Manidae	Pholidota	Mammalia	0	"Andrews, 2011"
Bradypus_tridactylus	Bradypodidae	Pilosa	Mammalia	1	"Chiarello, 2008"
Cyclopes_didactylus	Cyclopedidae	Pilosa	Mammalia	1	"Cavendish, 2008"
Choloepus_hoffmanni	Megalonychidae	Pilosa	Mammalia	1	"Apostolopoulos, 2010"
Myrmecophaga_tridactyla	Myrmecophagidae	Pilosa	Mammalia	1	"Woltanski, 2004"
Ateles_fusciceps	Atelidae	Primates	Mammalia	1	"Eisenberg, 1978"
Callithrix_jacchus	Callitrichidae	Primates	Mammalia	1	"Pistorio et al., 2006"
Cebus_albifrons	Cebidae	Primates	Mammalia	1	"Mijal, 2001"
Macaca_mulatta	Cercopithecidae	Primates	Mammalia	1	"Seinfeld, 2000"
Microcebus_murinus	Cheirogaleidae	Primates	Mammalia	1	"Zimmermann and Lerch, 1993"
Daubentonia_madagascariensis	Daubentoniidae	Primates	Mammalia	1	"Boucher, 2007"
Homo_sapiens	Hominidae	Primates	Mammalia	1	"Dewey, 2008"
Nomascus_leucogenys	Hylobatidae	Primates	Mammalia	1	"Boyd, 2006"
Propithecus_verreauxi	Indriidae	Primates	Mammalia	1	"Freund, 2011"
Lemur_catta	Lemuridae	Primates	Mammalia	1	"Baumhofer, 2017"
Nycticebus_coucang	Lorisidae	Primates	Mammalia	1	"Pena, 2013"
Tarsius_bancanus	Tarsiidae	Primates	Mammalia	1	"McKeighan, 2011"
Elephas_maximus	Elephantidae	Proboscidea	Mammalia	1	"Karkala, 2016"
Loxodonta_africana	Elephantidae	Proboscidea	Mammalia	1	"Howard, 2017"
Abrocoma_bennettii	Abrocomidae	Rodentia	Mammalia	0	http://eol.org/pages/127501/overview
Cuniculus_paca	Agoutidae	Rodentia	Mammalia	1	"Lima et al., 2018"
Anomalurus_beecrofti	Anomaluridae	Rodentia	Mammalia	1	"Nowak, 1999"
Aplodontia_rufa	Aplodontiidae	Rodentia	Mammalia	1	"Newell, 2002"
Cryptomys_hottentotus	Bathyergidae	Rodentia	Mammalia	1	"Muller et al., 1992"
Heliophobius_argenteocinereus	Bathyergidae	Rodentia	Mammalia	1	"Knotkova et al., 2009"
Heterocephalus_glaber	Bathyergidae	Rodentia	Mammalia	1	"Yosida and Okanoya, 2009"
Capromys_pilorides	Capromyidae	Rodentia	Mammalia	1	"Webster, 2007"
Geocapromys_brownii	Capromyidae	Rodentia	Mammalia	1	"Anderson et al., 1983"
Castor_canadensis	Castoridae	Rodentia	Mammalia	1	"Anderson, 2002"
Cavia_porcellus	Caviidae	Rodentia	Mammalia	1	"Hixon, 2011"
Dolichotis_patagonum	Caviidae	Rodentia	Mammalia	1	"Genest and Dubost, 1974"
Galea_musteloides	Caviidae	Rodentia	Mammalia	1	"Borowski, 2009"
Hydrochoerus_hydrochaeris	Caviidae	Rodentia	Mammalia	1	"Frens, 2009"
Microcavia_australis	Caviidae	Rodentia	Mammalia	1	"Chartier, 2004"
Chinchilla_lanigera	Chinchillidae	Rodentia	Mammalia	1	"Shofner, 2002; http://eol.org/pages/8686/details"
Lagidium_peruanum	Chinchillidae	Rodentia	Mammalia	1	"Wund, 2000; http://eol.org/pages/8686/details"
Lagostomus_maximus	Chinchillidae	Rodentia	Mammalia	1	"Branch, 1993; http://eol.org/pages/8686/details"
Ctenodactylus_gundi	Ctenodactylidae	Rodentia	Mammalia	1	"Leu, 2001"
Felovia_vae	Ctenodactylidae	Rodentia	Mammalia	1	"Myers, 2001a"
Massoutiera_mzabi	Ctenodactylidae	Rodentia	Mammalia	1	"Myers, 2001a"
Pectinator_spekei	Ctenodactylidae	Rodentia	Mammalia	1	"Myers, 2001a"
Ctenomys_boliviensis	Ctenomyidae	Rodentia	Mammalia	1	"Francescoli et al., 2012"
Dasyprocta_punctata	Dasyproctidae	Rodentia	Mammalia	1	"Decker, 2000"
Myoprocta_acouchy	Dasyproctidae	Rodentia	Mammalia	1	"Jaimes, 2007"
Dinomys_branickii	Dinomyidae	Rodentia	Mammalia	1	"Nasif and Abdala, 2015"
Cardiocranius_paradoxus	Dipodidae	Rodentia	Mammalia	1	"Sherman, 2007"
Dipus_sagitta	Dipodidae	Rodentia	Mammalia	1	"Eisenberg, 1975"
Jaculus_jaculus	Dipodidae	Rodentia	Mammalia	0	"Keeley, 2004"
Napaeozapus_insignis	Dipodidae	Rodentia	Mammalia	1	"Harrington, 2004"
Paradipus_ctenodactylus	Dipodidae	Rodentia	Mammalia	1	"Glueckert, 2007"
Pygeretmus_pumilio	Dipodidae	Rodentia	Mammalia	1	"Hodgson, 2004"
Sicista_betulina	Dipodidae	Rodentia	Mammalia	1	"Harrington, 2004"
Zapus_hudsonius	Dipodidae	Rodentia	Mammalia	1	"Smith, 1999"
Carterodon_sulcidens	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Chaetomys_subspinosus	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Dactylomys_dactylinus	Echimyidae	Rodentia	Mammalia	1	"Laval, 1976"
Diplomys_caniceps	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Echimys_chrysurus	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Euryzygomatomys_spinosus	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Hoplomys_gymnurus	Echimyidae	Rodentia	Mammalia	1	"Cusick, 2004"
Isothrix_bistriata	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Kannabateomys_amblyonyx	Echimyidae	Rodentia	Mammalia	1	"Olmos et al., 1993; Cruz, 2011"
Lonchothrix_emiliae	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Makalata_occasius	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Mesomys_hispidus	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Olallamys_edax	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Proechimys_hoplomyoides	Echimyidae	Rodentia	Mammalia	1	"Myers, 2001b"
Coendou_bicolor	Erethizontidae	Rodentia	Mammalia	1	"Eisenberg, 1974"
Erethizon_dorsatum	Erethizontidae	Rodentia	Mammalia	1	"Weber, 2004"
Cratogeomys_neglectus	Geomyidae	Rodentia	Mammalia	1	"Leon et al., 2001"
Geomys_arenarius	Geomyidae	Rodentia	Mammalia	1	"Templeton, 2006"
Orthogeomys_cavator	Geomyidae	Rodentia	Mammalia	1	"Cartmell and Sewell, 2009"
Thomomys_bottae	Geomyidae	Rodentia	Mammalia	1	"Schramm, 1961"
Chaetodipus_baileyi	Heteromyidae	Rodentia	Mammalia	1	"Schiebenes, 2004"
Dipodomys_heermanni	Heteromyidae	Rodentia	Mammalia	0	"Connolly, 2000"
Heteromys_desmarestianus	Heteromyidae	Rodentia	Mammalia	0	"Witt, 2001"
Liomys_pictus	Heteromyidae	Rodentia	Mammalia	0	"McGhee and Genoways, 1978"
Microdipodops_megacephalus	Heteromyidae	Rodentia	Mammalia	0	"Amos, 2017"
Perognathus_amplus	Heteromyidae	Rodentia	Mammalia	0	"Pfau, 2004"
Atherurus_africanus	Hystricidae	Rodentia	Mammalia	1	"Costello, 1966"
Hystrix_africaeaustralis	Hystricidae	Rodentia	Mammalia	1	"Costello, 1966"
Trichys_fasciculata	Hystricidae	Rodentia	Mammalia	1	"Reister, 2006"
Alticola_argentatus	Muridae	Rodentia	Mammalia	1	"Nowak, 1999"
Arborimus_longicaudus	Muridae	Rodentia	Mammalia	1	"Nowak, 1999"
Arvicola_sapidus	Muridae	Rodentia	Mammalia	1	"Nowak, 1999"
Beamys_hindei	Muridae	Rodentia	Mammalia	1	"Poor, 2005a"
Cricetomys_emini	Muridae	Rodentia	Mammalia	1	"Poor, 2005a"
Cricetulus_migratorius	Muridae	Rodentia	Mammalia	1	"Langley, 1985"
Dendromus_melanotis	Muridae	Rodentia	Mammalia	1	"Poor, 2005b"
Desmodilliscus_braueri	Muridae	Rodentia	Mammalia	1	"Poor, 2005c"
Dicrostonyx_groenlandicus	Muridae	Rodentia	Mammalia	1	"Nowak, 1999; Poor, 2005a"
Gerbillurus_paeba	Muridae	Rodentia	Mammalia	1	"Poor, 2005c"
Lagurus_lagurus	Muridae	Rodentia	Mammalia	1	"Rountrey, 2006"
Lemmus_lemmus	Muridae	Rodentia	Mammalia	1	"Stubblefield, 2014"
Malacothrix_typica	Muridae	Rodentia	Mammalia	1	"Poor, 2005b"
Megadendromus_nikolausi	Muridae	Rodentia	Mammalia	1	"Nowak, 1999"
Mesocricetus_auratus	Muridae	Rodentia	Mammalia	1	"Champagne, 2006"
Microtus_abbreviatus	Muridae	Rodentia	Mammalia	1	"Nowak, 1999"
Mus_musculus	Muridae	Rodentia	Mammalia	1	"Portfors and Perkel, 2014"
Myopus_schisticolor	Muridae	Rodentia	Mammalia	1	"Nowak, 1999"
Neofiber_alleni	Muridae	Rodentia	Mammalia	1	"Nowak, 1999"
Ondatra_zibethicus	Muridae	Rodentia	Mammalia	1	"Newell, 2000"
Phenacomys_intermedius	Muridae	Rodentia	Mammalia	1	"Nowak, 1999"
Phodopus_campbelli	Muridae	Rodentia	Mammalia	1	"Pierce et al., 1989"
Saccostomus_campestris	Muridae	Rodentia	Mammalia	1	"Nowak, 1999; Poor, 2005a"
Steatomys_krebsii	Muridae	Rodentia	Mammalia	1	"Poor, 2005b"
Synaptomys_cooperi	Muridae	Rodentia	Mammalia	1	"Fahey, 2011"
Myocastor_coypus	Myocastoridae	Rodentia	Mammalia	1	"D'Elia, 1999"
Octodontomys_gliroides	Octodontidae	Rodentia	Mammalia	1	"Pérez and Díaz, 2018"
Pedetes_capensis	Pedetidae	Rodentia	Mammalia	1	"Haltenorth and Diller, 1980"
Petromus_typicus	Petromuridae	Rodentia	Mammalia	1	"Santoro, 2004"
Spermophilus_tridecemlineatus	Sciuridae	Rodentia	Mammalia	1	"Schwagmeyer, 1980"
Tamias_striatus	Sciuridae	Rodentia	Mammalia	1	"Dasilva et al., 1994"
Thryonomys_swinderianus	Thryonomyidae	Rodentia	Mammalia	1	"Cox et al., 1988"
Ptilocercus_lowii	Ptilocercidae	Scandentia	Mammalia	1	"Askay, 2000"
Tupaia_minor	Tupaiidae	Scandentia	Mammalia	1	"Nowak, 1999"
Dugong_dugon	Dugongidae	Sirenia	Mammalia	1	"Ichikawa et al., 2011"
Trichechus_manatus	Trichechidae	Sirenia	Mammalia	1	"O'Shea and Poche, 2006"
Solenodon_paradoxus	Solenodontidae	Soricomorpha	Mammalia	1	"Derbridge et al., 2015"
Sorex_araneus	Soricidae	Soricomorpha	Mammalia	1	"Siemers et al., 2009"
Acanthosaura_capra	Agamidae	Acrodonta	Lepidosauria	0	"Heying, 2003a"
Acanthosaura_lepidogaster	Agamidae	Acrodonta	Lepidosauria	0	"Li and Wen, 2002"
Agama_agama	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Agama_atra	Agamidae	Acrodonta	Lepidosauria	0	"Bruton, 1977; Hilgris, 2000"
Amphibolurus_muricatus	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000; Peters and Ord, 2003"
Amphibolurus_nobbi	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Caimanops_amphiboluroides	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Calotes_emma	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Calotes_liolepis	Agamidae	Acrodonta	Lepidosauria	0	"Amarasinghe et al., 2014"
Calotes_mystaceus	Agamidae	Acrodonta	Lepidosauria	0	"Baeckens et al., 2017"
Calotes_nigrilabris	Agamidae	Acrodonta	Lepidosauria	0	"Amarasinghe et al., 2011"
Calotes_versicolor	Agamidae	Acrodonta	Lepidosauria	0	"Pandav et al., 2007"
Chelosania_brunnea	Agamidae	Acrodonta	Lepidosauria	0	"Ramos and Peters, 2016"
Chlamydosaurus_kingii	Agamidae	Acrodonta	Lepidosauria	0	"Savage, 2001"
Ctenophorus_isolepis	Agamidae	Acrodonta	Lepidosauria	0	"Ramos and Peters, 2016"
Diporiphora_winneckei	Agamidae	Acrodonta	Lepidosauria	0	"Heying, 2003a"
Laudakia_caucasia	Agamidae	Acrodonta	Lepidosauria	0	"Eugenyin and Yu, 1999"
Laudakia_himalayana	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Laudakia_lehmanni	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Laudakia_microlepis	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Laudakia_nupta	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Laudakia_sacra	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Laudakia_stellio	Agamidae	Acrodonta	Lepidosauria	0	"Norfolk et al., 2010"
Laudakia_stoliczkana	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Laudakia_tuberculata	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Leiolepis_belliana	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Lophognathus_longirostris	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Lyriocephalus_scutatus	Agamidae	Acrodonta	Lepidosauria	0	"Bandara, 2012"
Moloch_horridus	Agamidae	Acrodonta	Lepidosauria	0	"Pianka et al., 1998"
Otocryptis_wiegmanni	Agamidae	Acrodonta	Lepidosauria	0	"Hagman and Ord, 2016"
Phrynocephalus_interscapularis	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Phrynocephalus_raddei	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Physignathus_cocincinus	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Physignathus_lesueurii	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Pogona_vitticeps	Agamidae	Acrodonta	Lepidosauria	0	"Fan et al., 2014"
Pseudotrapelus_sinaitus	Agamidae	Acrodonta	Lepidosauria	0	"Norfolk et al., 2010"
Sitana_ponticeriana	Agamidae	Acrodonta	Lepidosauria	0	"Patankar et al., 2013"
Trapelus_ruderatus	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Trapelus_sanguinolentus	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Trapelus_savignii	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Tympanocryptis_lineata	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Uromastyx_hardwickii	Agamidae	Acrodonta	Lepidosauria	0	"Hilgris, 2000"
Bradypodion_pumilum	Chamaeleonidae	Acrodonta	Lepidosauria	0	"Heying, 2003b"
Brookesia_brygooi	Chamaeleonidae	Acrodonta	Lepidosauria	0	"Heying, 2003b"
Chamaeleo_calyptratus	Chamaeleonidae	Acrodonta	Lepidosauria	0	"Heying, 2003b"
Kinyongia_fischeri	Chamaeleonidae	Acrodonta	Lepidosauria	0	"Heying, 2003b"
Furcifer_oustaleti	Chamaeleonidae	Acrodonta	Lepidosauria	0	"Heying, 2003b"
Rieppeleon_brevicaudatus	Chamaeleonidae	Acrodonta	Lepidosauria	0	"Heying, 2003b"
Rhampholeon_spectrum	Chamaeleonidae	Acrodonta	Lepidosauria	0	"Heying, 2003b"
Amphisbaena_alba	Amphisbaenidae	Amphisbaenia	Lepidosauria	0	"Jared et al., 1999"
Geocalamus_acutus	Amphisbaenidae	Amphisbaenia	Lepidosauria	0	"Martin and Lopez, 2011"
Bipes_biporus	Bipedidae	Amphisbaenia	Lepidosauria	0	"Casanova, 2017"
Bipes_canaliculatus	Bipedidae	Amphisbaenia	Lepidosauria	0	"Johnson et al., 2019"
Blanus_cinereus	Blanidae	Amphisbaenia	Lepidosauria	0	"Lopez and Martin, 2009"
Diplometopon_zarudnyi	Trogonophiidae	Amphisbaenia	Lepidosauria	0	"Johnson et al., 2019"
Trogonophis_wiegmanni	Trogonophiidae	Amphisbaenia	Lepidosauria	0	"Martin et al., 2011"
Abronia_oaxacae	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Anguis_fragilis	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Anniella_pulchra	Anguidae	Anguimorpha	Lepidosauria	0	"Lee, 2008"
Barisia_imbricata	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Diploglossus_bilobatus	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Elgaria_coerulea	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Elgaria_kingii	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Elgaria_multicarinata	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Elgaria_panamintina	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Ophiodes_striatus	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Pseudopus_apodus	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Ophisaurus_attenuatus	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Ophisaurus_ventralis	Anguidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003"
Heloderma_suspectum	Helodermatidae	Anguimorpha	Lepidosauria	0	"Stewart, 2003"
Varanus_acanthurus	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_bengalensis	Varanidae	Anguimorpha	Lepidosauria	0	"Ast, 2003b; Farmer and Wright, 2012"
Varanus_eremius	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_giganteus	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_gilleni	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_griseus	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_indicus	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_prasinus	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_salvator	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_spenceri	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Varanus_varius	Varanidae	Anguimorpha	Lepidosauria	0	"Halpern, 1992; Ast, 2003b"
Xenosaurus_grandis	Xenosaridae	Anguimorpha	Lepidosauria	0	"Bohme and Ziegler, 2009"
Anelytropsis_papillosus	Dibamidae	Dibamidae	Lepidosauria	0	"Johnson et al., 2019"
Dibamus_novaeguineae	Dibamidae	Dibamidae	Lepidosauria	0	"Johnson et al., 2019"
Underwoodisaurus_milii	Carphodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Phyllurus_platurus	Carphodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Diplodactylus_conspicillatus	Diplodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Lucasium_damaeum	Diplodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Oedura_marmorata	Diplodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Rhacodactylus_ciliatus	Diplodactylidae	Gekkota	Lepidosauria	1	"Brusso, 2013"
Coleonyx_brevis	Eublepharidae	Gekkota	Lepidosauria	0	"Sargent, 2001"
Coleonyx_mitratus	Eublepharidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Coleonyx_variegatus	Eublepharidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Eublepharis_macularius	Eublepharidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Hemitheconyx_caudicinctus	Eublepharidae	Gekkota	Lepidosauria	1	"Gerster, 2017"
Cyrtopodion_scabrum	Gekkonidae	Gekkota	Lepidosauria	0	"Khannoon, 2012"
Hemidactylus_flaviviridis	Gekkonidae	Gekkota	Lepidosauria	0	"Khannoon, 2012"
Hemidactylus_frenatus	Gekkonidae	Gekkota	Lepidosauria	1	"Wu, 2017"
Hemidactylus_mabouia	Gekkonidae	Gekkota	Lepidosauria	1	"Lennox, 2017"
Hemidactylus_turcicus	Gekkonidae	Gekkota	Lepidosauria	1	"Frankenberg, 1982"
Lepidodactylus_lugubris	Gekkonidae	Gekkota	Lepidosauria	1	"Frankenberg and Werner, 1992"
Lygodactylus_bradfieldi	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Lygodactylus_klugei	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Lygodactylus_miops	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Lygodactylus_mirabilis	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Lygodactylus_tolampyae	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Narudasia_festiva	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Pachydactylus_punctatus	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Paroedura_masobe	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Paroedura_picta	Gekkonidae	Gekkota	Lepidosauria	0	"Brillet, 1993"
Phelsuma_borbonica	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Phelsuma_madagascariensis	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Phelsuma_modesta	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Phelsuma_ocellata	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Rhoptropus_boultoni	Gekkonidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Uroplatus_henkeli	Gekkonidae	Gekkota	Lepidosauria	0	"Russell et al., 2014; https://www.arkive.org/henkels-flat-tailed-gecko/uroplatus-henkeli/"
Uroplatus_phantasticus	Gekkonidae	Gekkota	Lepidosauria	0	"Russell et al., 2014"
Homonota_darwinii	Phyllodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Homonota_fasciata	Phyllodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Phyllodactylus_tuberculosus	Phyllodactylidae	Gekkota	Lepidosauria	1	"Frankenberg and Werner, 1992"
Ptyodactylus_guttatus	Phyllodactylidae	Gekkota	Lepidosauria	1	"Frankenberg and Werner, 1992"
Ptyodactylus_hasselquistii	Phyllodactylidae	Gekkota	Lepidosauria	1	"Frankenberg and Werner, 1992"
Tarentola_americana	Phyllodactylidae	Gekkota	Lepidosauria	1	"Phongkangsananan et al., 2014"
Geckonia_chazaliae	Phyllodactylidae	Gekkota	Lepidosauria	1	"Wever, 1974; https://www.ridgeandvalleyreptiles.com/geckonia-chazalia.html"
Tarentola_delalandii	Phyllodactylidae	Gekkota	Lepidosauria	1	"Phongkangsananan et al., 2014"
Tarentola_deserti	Phyllodactylidae	Gekkota	Lepidosauria	1	"Phongkangsananan et al., 2014"
Tarentola_mauritanica	Phyllodactylidae	Gekkota	Lepidosauria	1	"Arnold and Ovenden, 2002"
Thecadactylus_rapicauda	Phyllodactylidae	Gekkota	Lepidosauria	1	"Quesnel, 2006"
Thecadactylus_solimoensis	Phyllodactylidae	Gekkota	Lepidosauria	1	"Quesnel, 2006; Bergmann and Russell,2007"
Delma_tincta	Pygopodidae	Gekkota	Lepidosauria	0	"Webber and Werner, 1977"
Paradelma_orientalis	Pygopodidae	Gekkota	Lepidosauria	0	"Shea, 1987"
Aristelliger_georgeensis	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Cloud, 2013"
Aristelliger_praesignis	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Cloud, 2013"
Coleodactylus_amazonicus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Coleodactylus_brachystoma	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Coleodactylus_septentrionalis	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
